"Url_suurEelnou"	"Url_koosolekuProtokoll"	"Id_custom"	"Tyyp_custom"	"Asutuse_nimetus"	"Organi_nimetus"	"Reg_nr"	"Sarja_indeks"	"Teema"	"Kuupaev"	"Kellaaeg"	"Toimumise_koht"	"Juhataja"	"Protokollija"	"Koosolekul_osalesid"	"Puudusid"	"Kutsutud"	"Seisund"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CB11E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"78"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CAA6B?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEC00222C68?OpenDocument"	"79"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"7"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"05.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski; e-posti teel Gea Kangilaski, Jaan Vaiksaar, Rein Kilk"	"Natalja Trošina, Merle Jääger, Igor Rosenfeld, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, abilinnapea Tiia Teppan, linnakunstnik Tiit Kaunissaare, OÜ Fausto Grupp esindajad Kenneth Karpov ja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CA0F2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEC00222C68?OpenDocument"	"80"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"7"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"05.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski; e-posti teel Gea Kangilaski, Jaan Vaiksaar, Rein Kilk"	"Natalja Trošina, Merle Jääger, Igor Rosenfeld, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, abilinnapea Tiia Teppan, linnakunstnik Tiit Kaunissaare, OÜ Fausto Grupp esindajad Kenneth Karpov ja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CA0F2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"80"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C997B?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"81"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C7D88?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F003E9B3D?OpenDocument"	"82"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"12"	"1-3.12 Hariduskomisjoni protokollid"	"Hariduskomisjoni koosolek"	"10.09.2014"	"15:00 - 16:30"	"Tartu, Raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Kersti Loim, Avo Rosenvald, Toomas Mälksoo, Tiiu Laan, Helmer Jõgi, Peeter Tulviste, Jelena Frunze, Piret Uluots, Märt Põder, Evert Rööpson, Aadu Must, elektrooniliselt Mihkel Lees"	"Ants Laaneots"	"abilinnapead Tiia Teppan  ja Kajar Lember, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C7D88?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument"	"82"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"9"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"11.09.2014"	"15:00 - 16:30"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Evert Rööpson, Lemmit Kaplinski, Igor Rosenfeld, Jaan Vaiksaar, Gea Kangilaski, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"Rein Kilk, Martin Parmas, Natalja Trošina"	"abilinnapea Tiia Teppan, abilinnapea Kajar lember, rahanduosakonna juhataja Külli Lust, Tartu O. Lutsu nimelise Linnaraamatukogu direktor Asko Tamme, Tartu Lastekunstikooli direktor Aadi Tegova, Puhkpilliorkester Tartu peadirigent Margus Kasemaa, Peeter Veske, õigusteenistuse praktikant Mirko Vavrenjuk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C6B34?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F003E9B3D?OpenDocument"	"83"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"12"	"1-3.12 Hariduskomisjoni protokollid"	"Hariduskomisjoni koosolek"	"10.09.2014"	"15:00 - 16:30"	"Tartu, Raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Kersti Loim, Avo Rosenvald, Toomas Mälksoo, Tiiu Laan, Helmer Jõgi, Peeter Tulviste, Jelena Frunze, Piret Uluots, Märt Põder, Evert Rööpson, Aadu Must, elektrooniliselt Mihkel Lees"	"Ants Laaneots"	"abilinnapead Tiia Teppan  ja Kajar Lember, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C6B34?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument"	"83"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"9"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"11.09.2014"	"15:00 - 16:30"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Evert Rööpson, Lemmit Kaplinski, Igor Rosenfeld, Jaan Vaiksaar, Gea Kangilaski, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"Rein Kilk, Martin Parmas, Natalja Trošina"	"abilinnapea Tiia Teppan, abilinnapea Kajar lember, rahanduosakonna juhataja Külli Lust, Tartu O. Lutsu nimelise Linnaraamatukogu direktor Asko Tamme, Tartu Lastekunstikooli direktor Aadi Tegova, Puhkpilliorkester Tartu peadirigent Margus Kasemaa, Peeter Veske, õigusteenistuse praktikant Mirko Vavrenjuk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C612D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument"	"84"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"9"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"11.09.2014"	"15:00 - 16:30"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Evert Rööpson, Lemmit Kaplinski, Igor Rosenfeld, Jaan Vaiksaar, Gea Kangilaski, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"Rein Kilk, Martin Parmas, Natalja Trošina"	"abilinnapea Tiia Teppan, abilinnapea Kajar lember, rahanduosakonna juhataja Külli Lust, Tartu O. Lutsu nimelise Linnaraamatukogu direktor Asko Tamme, Tartu Lastekunstikooli direktor Aadi Tegova, Puhkpilliorkester Tartu peadirigent Margus Kasemaa, Peeter Veske, õigusteenistuse praktikant Mirko Vavrenjuk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C38C2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F00205510?OpenDocument"	"85"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"11"	"1-3.4 Linnamajanduskomisjoni protokollid"	"Linnamajanduskomisjoni koosolek"	"10.09.2014"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Toomas Kapp, Raimond Tamm, Nikolai Põdramägi, Ants Kask, Jaan Sõrra, Kadri Leetmaa, Martin Bek, Verni Loodmaa, Hannes Klaas, Igor Abarenkov, Auli Solo; e-posti teel Karl Kull, Argo Annuk"	"Alar Nääme, Jürgen Rakaselg"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, abilinnapea Kajar Lember, linnasekretär Jüri Mölder, linnamajanduse osakonna juhataja Rein Haak, rahandusosakonna juhataja Külli Lust, linnamajanduse osakonna keskkonnateenistuse juhataja Ülle Mauer, linnamajanduse osakonna liikluskorraldusteenistuse juhataja Martin Nelis, linnamajanduse osakonna teedeteenistuse juhataja Urmas Mets"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C2C82?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F00205510?OpenDocument"	"86"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"11"	"1-3.4 Linnamajanduskomisjoni protokollid"	"Linnamajanduskomisjoni koosolek"	"10.09.2014"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Toomas Kapp, Raimond Tamm, Nikolai Põdramägi, Ants Kask, Jaan Sõrra, Kadri Leetmaa, Martin Bek, Verni Loodmaa, Hannes Klaas, Igor Abarenkov, Auli Solo; e-posti teel Karl Kull, Argo Annuk"	"Alar Nääme, Jürgen Rakaselg"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, abilinnapea Kajar Lember, linnasekretär Jüri Mölder, linnamajanduse osakonna juhataja Rein Haak, rahandusosakonna juhataja Külli Lust, linnamajanduse osakonna keskkonnateenistuse juhataja Ülle Mauer, linnamajanduse osakonna liikluskorraldusteenistuse juhataja Martin Nelis, linnamajanduse osakonna teedeteenistuse juhataja Urmas Mets"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C1254?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D5100373435?OpenDocument"	"87"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"10"	"1-3.6 Rahanduskomisjoni protokollid"	"Rahanduskomisjoni koosolek"	"12.09.2014"	"09:00 - 10:30"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Raimond Tamm, Tõnu Ints, Tajo Kadajas, Marvi Kibe, Mihkel Lees, Oleg Bulkin, Jüri Kõre, Olev Raju, elektrooniliselt Jaak Nigul ja Väino Kull"	"Heljo Pikhof, Igor Abarenkov, Margus Maidla, Peeter Laurson"	"abilinnapead  Tiia Teppan ja Valvo Semilarski, rahandusosakonna juhataja Külli Lust, linnasekretär Jüri Mölder"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001BD5AF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D040039ADFA?OpenDocument"	"88"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"16"	"1-3.1 Arengu- ja planeerimiskomisjoni protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"10.09.2014"	"17:00 - 18:15"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Verni Loodmaa, Kadri Leetmaa, Toomas Kapp, Elmut Paavel, Udo Viilukas, Veljo Ipits, Toivo Maimets, Triin Lukk, Triin Anette Kaasik; e-posti teel Tarmo Punger, Jelena Kalbina"	"Marju Lauristin, Tarmo Noop"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, abilinnapea Kajar Lember, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnaplaneerimise ja maakorralduse osakonna planeeringuteenistuse juhataja Indrek Ranniku, arhitektuuri ja ehituse osakonna arhitektuuri- ja linnakujundusteenistuse juhataja-linnaarhitekt Tõnis Arjus, linnaplaneerimise ja maakorralduse osakonna planeeringuteenistuse spetsialist Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001BD5AF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D55003FB601?OpenDocument"	"88"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"17"	"1-3.1 Arengu- ja planeerimiskomisjoni protokollid"	"Arengu- ja planeerimiskomisjoni e-koosolek"	"17.09.2014"	"00:00"	"Elektrooniline koosolek (seisukoha saatmise tähtaeg 17.09.2014 kl 15.00)"	"Verni Loodmaa"	"Aune Rumm"	"Veljo Ipits, Triin Anette Kaasik, Kadri Leetmaa, Ants Kask, Elmut Paavel, Jüri-Ott Salm, Triin Lukk, Verni Loodmaa, Toomas Kapp, Udo Viilukas"	"Marju Lauristin, Jelena Kalbina, Toivo Maimets, Tarmo Noop, Tarmo Punger"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B38EC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument"	"89"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"11"	"1-3.12 Hariduskomisjoni protokollid"	"Hariduskomisjoni koosolek"	"18.06.2014"	"14:00 - 19:00"	"Tartu, Raekoja plats 12, haridusosakonna saal"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Kersti Loim, Avo Rosenvald, Toomas Mälksoo, Tiiu Laan, Helmer Jõgi, Peeter Tulviste, Jelena Frunze, Piret Uluots, Ants Laaneots, Märt Põder, Evert Rööpson, Mihkel Lees, Aadu Must (lahkus kell 15, edasi osales elektrooniliselt)"	""	"abilinnapead Tiia Teppan, Jarno Laur ja Kajar Lember, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust, arenguteenistuse juhataja Imbi Lang, haridusosakonna peaspetsialist Sigrid Sibul, haridusosakonna jurist Kairit Peekman, haridus- ja teadusministeeriumi koolivõrgu juht Kalle Küttis, Tartu Vene Lütseumi direktor Alina Braziulene ja kooli hoolekogu esimees Irina Panova, koolidirektorid Ene Tannberg, Merike Kaste"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B38EC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"89"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B2E7C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"90"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B10F1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument"	"91"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"8"	"1-3.13 Kultuurikomisjoni protokollid"	"Kultuurikomisjoni koosolek"	"19.06.2014"	"15:00 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Tarmo Kikerpill, Joel Luhamets, Martin Parmas, Evert Rööpson, Lemmit Kaplinski, Natalja Trošina, Igor Rosenfeld; e-posti teel Jaan Vaiksaar"	"Gea Kangilaski, Rein Kilk, Merle Jääger, Priit Tannik, Ragnar Kekkonen"	"abilinnapea Jarno Laur, kultuuriosakonna juhataja Marianne Menning, kultuuriosakonna noorsooteenistuse peaspetsialist Laura Kalaus, OÜ Fausto Grupp esindaja Andrus Pikk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B0866?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF600494808?OpenDocument"	"92"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"15"	"1-3.1 Arengu- ja planeerimiskomisjoni protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"18.06.2014"	"17:00 - 19:00"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Verni Loodmaa, Kadri Leetmaa, Tarmo Punger, Toomas Kapp, Elmut Paavel, Jelena Kalbina, Udo Viilukas; e-posti teel Veljo Ipits, Toivo Maimets, Tarmo Noop, Triin Lukk, Triin Anette Kaasik"	"Marju Lauristin"	"abilinnapea Jarno Laur, abilinnapea Kajar Lember, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, arhitektuuri ja ehituse osakonna arhitektuuri- ja linnakujundusteenistuse juhataja-linnaarhitekt Tõnis Arjus, Tartu Kaubamaja esindajad Marju Jeedas ja Gunnar Mäll, arhitekt Raivo Puusepp, Tartu Arhitektuuribüroo esindajad Roman Smuškin ja Evelyn Jallai"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B0866?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF60049CE77?OpenDocument"	"92"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"10"	"1-3.4 Linnamajanduskomisjoni protokollid"	"Linnamajanduskomisjoni koosolek"	"18.06.2014"	"14:00 - 16:00"	"Tartu Veevärk"	"Kadri Leetmaa"	"Aune Rumm"	"Toomas Kapp, Raimond Tamm, Alar Nääme, Nikolai Põdramägi, Ants Kask, Jaan Sõrra, Kadri Leetmaa, Karl Kull, Martin Bek, e-posti teel  Argo Annuk, Verni Loodmaa, Hannes Klaas, Igor Abarenkov"	"Auli Solo, Jürgen Rakaselg"	"abilinnapea Jarno Laur"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AF2C1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0038CF4E?OpenDocument"	"93"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Sotsiaalkomisjon"	"8"	"1-3.8 Sotsiaalkomisjoni protokollid"	"Sotsiaalkomisjoni koosolek"	"19.06.2014"	"16:00 - 17:30"	"Tartu, raekoda"	"Toomas Tein"	"Ülle Saar"	"Toomas Tein, Joel Luhamets, Oleg Nesterenko, Piret Tarto, Harri Jallajas, Nikolai Põdramägi, Lii Laanoja, Avo Rosenvald, Jüri Kõre, Senta-Ellinor Michelson, elektrooniliselt Tiina Talvik, Tiina Mürk, Hele Everaus, Roman Mugur"	"Nadežda Aleksandrova"	"sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, haridusosakonna juhataja Riho Raave, linnavolikogu liige Jüri-Ott Salm"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001ADA11?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument"	"94"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"11"	"1-3.12 Hariduskomisjoni protokollid"	"Hariduskomisjoni koosolek"	"18.06.2014"	"14:00 - 19:00"	"Tartu, Raekoja plats 12, haridusosakonna saal"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Kersti Loim, Avo Rosenvald, Toomas Mälksoo, Tiiu Laan, Helmer Jõgi, Peeter Tulviste, Jelena Frunze, Piret Uluots, Ants Laaneots, Märt Põder, Evert Rööpson, Mihkel Lees, Aadu Must (lahkus kell 15, edasi osales elektrooniliselt)"	""	"abilinnapead Tiia Teppan, Jarno Laur ja Kajar Lember, haridusosakonna juhataja Riho Raave, rahandusosakonna juhataja Külli Lust, arenguteenistuse juhataja Imbi Lang, haridusosakonna peaspetsialist Sigrid Sibul, haridusosakonna jurist Kairit Peekman, haridus- ja teadusministeeriumi koolivõrgu juht Kalle Küttis, Tartu Vene Lütseumi direktor Alina Braziulene ja kooli hoolekogu esimees Irina Panova, koolidirektorid Ene Tannberg, Merike Kaste"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AC80E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CED002B87FC?OpenDocument"	"95"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"10"	"1-3.12 Hariduskomisjoni protokollid"	"Hariduskomisjoni koosolek"	"04.06.2014"	"15:00 - 16:45"	"Tartu, raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Kersti Loim, Avo Rosenvald, Toomas Mälksoo, Tiiu Laan, Helmer Jõgi, Peeter Tulviste, Jelena Frunze, Piret Uluots, Ants Laaneots, Märt Põder, elektrooniliselt Evert Rööpson, Mihkel Lees"	"Aadu Must"	"abilinnapea Tiia Teppan, abilinnapea Kajar Lember, haridusosakonna juhataja Riho Raave, linnasekretär Jüri Mölder"	"Allkirjastatud"
