"Url_suurEelnou"	"Url_vaikeEelnou"	"Id_custom"	"Tyyp_custom"	"Staatus"	"Akti_valjaandja"	"Akti_liik"	"Pealkiri"	"Reg_nr"	"Koostaja"	"Koostamise_kp"	"Ettekandja"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C3D16?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB500336C63?OpenDocument"	"238"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihangete korraldamiseks Tartu lasteaia- ja koolihoonetes ehitus- ja remonttööde teostamiseks"" esitamine"	"LV-IP-0231"	"Indrek Hunt"	"03.09.2015"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C33A4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC9001DB161?OpenDocument"	"239"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Erivajadusega isikute sotsiaaltransporditeenus 2016-2017"" korraldamiseks esitamine"	"LV-IP-0244"	"Indrek Rohtla"	"23.09.2015"	"Meida Griin"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C2AD6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB50037FD88?OpenDocument"	"240"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Loa andmine riigihanke ""Võidu silla kujundusvalgustuse ost koos paigaldusega"" korraldamiseks"	"LV-IP-0232"	"Riina Lill"	"03.09.2015"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C1AAE?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED2005921E4C2257B8D00472195?OpenDocument"	"241"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tiigi tn 67 krundi detailplaneeringu algatamine, lähteseisukohtade kinnitamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu esitamine"	"LV-IP-0200"	"Ave Elken"	"23.09.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C12A6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAB0045042F?OpenDocument"	"242"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Ravila tn 14a // 14b // 14c krundi detailplaneeringu koostamise algatamine ja lähteseisukohtade kinnitamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu esitamine"	"LV-IP-0218"	"Liis Randmets"	"24.08.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C0A72?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EBC0040D948?OpenDocument"	"243"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Paju tn 1a krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu esitamine"	"LV-IP-0233"	"Liis Randmets"	"10.09.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC400203DAC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E270023A08E?OpenDocument"	"244"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Kesklinna linnaosas asuvale haljasalale nime määramine"	"LV-IP-0110"	"Taavi Pedaja"	"14.04.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4002023F9?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EA7005F81A8?OpenDocument"	"245"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Autovabal päeval tasuta sõidu õiguse andmine Tartu linna ühistranspordis"" eelnõu esitamine"	"LV-IP-0214"	"Kadi Kivi"	"20.08.2015"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC40020029D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAE00463207?OpenDocument"	"246"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse eelnõu ""Loa andmine linnale kuuluvate kinnistute otsustuskorras võõrandamiseks ja linnavara omandamiseks"" esitamine"	"LV-IP-0224"	"Riina Jaani"	"27.08.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001FD83F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAD003E5A8B?OpenDocument"	"247"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine hanke korraldamiseks projekti ""Tartu linnas asuvate Nõukogude Liidu aegsete sõjaväelennujaama hoonete lammutamine IV etapp"" käigus teostatavate lammutustööde tellimiseks "" eelnõu esitamine"	"LV-IP-0221"	"Kaspar Alev"	"26.08.2015"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001FCAB1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EA6003E5099?OpenDocument"	"248"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine riigihanke ""Tartu linna elamute, haldushoonete ja rajatiste korrashoiuteenus 01.01.2016 - 31.12.2018"" korraldamiseks"" eelnõu esitamine"	"LV-IP-0212"	"Eva Lääne"	"19.08.2015"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001FB4D2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E65003C8927?OpenDocument"	"249"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke korraldamiseks Tartu Oskar Lutsu nimelise Linnaraamatukogu ruumide koristusteenuse ostmiseks"" esitamine"	"LV-IP-0191"	"Asko Tamme"	"15.06.2015"	"Katriin Fisch-Uibopuu"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001FACF4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E66002D8FF0?OpenDocument"	"250"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Loa andmine liitumislepingu sõlmimiseks"	"LV-IP-0190"	"Riina Lill"	"16.06.2015"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F8330?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EAF00457876?OpenDocument"	"251"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tartu kesklinna üldplaneeringu vastuvõtmine, üldplaneeringu ja keskkonnamõju strateegilise hindamise aruande avalikule väljapanekule ja arutelule suunamine"" eelnõu esitamine"	"LV-IP-0226"	"Jaanika Koppel"	"28.08.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F791C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EB20048124E?OpenDocument"	"252"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Herne tn 45a ja Marja tn 26 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"	"LV-IP-0229"	"Ruth Kurss"	"31.08.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F6E55?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E99003F5B83?OpenDocument"	"253"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tähtvere tn 33 // 35 // 37 ja Tähtvere tn 39 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu esitamine"	"LV-IP-0205"	"Liis Randmets"	"06.08.2015"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F65CF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E910045E286?OpenDocument"	"254"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse "" Emajõe vasakkalda kaldarajatiste detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0200"	"Ave Elken"	"29.07.2015"	"Mati Raamat"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC4001F5C62?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E92001DC904?OpenDocument"	"255"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tuule tn 2b krundi detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0201"	"Ave Elken"	"30.07.2015"	"Mati Raamat"
