"Url"	"Id_custom"	"Tyyp_custom"	"Staatus"	"Akti_valjaandja"	"Akti_liik"	"Pealkiri"	"Reg_nr"	"Koostaja"	"Koostamise_kp"	"Ettekandja"	"Esitab"	"Juhtiv_komisjon"	"Seosed_urls"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GCEEC620C5BCC449EC225804C001AD15C?OpenDocument"	"0"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna 2016. aasta II lisaeelarve"	"LVK-M-0124"	"Tiina Ligi"	"01.09.2016"	"Jaan Õunapuu"	"linnavalitsus, 01.09.2016 istungi protokoll nr 67"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G11686A6144B76509C22580100018F665?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5E6B0C3A0C66C120C22580270040A0B6?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4C7310FE4B5FA16DC2257FE3002F7859?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G70BEA88622DB6D70C2258028002A2A25?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF851F1BB61B97604C22580280029BDFC?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GCBC16BE6D6991430C2258028001FACC0?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6005AB577F4EEBAFC2258028003D3D9D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G86B799EF347EC78FC22580290035B242?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB481FE6693D0DD26C225803B002DC246?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5FD16FF0342469CEC225804400233F66?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5B90DB4783DB70F1C22580300019F723?OpenDocument"	"1"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna arengukava 2013-2020 uue redaktsiooni kinnitamine ja Tartu linna eelarvestrateegia 2017-2020 vastuvõtmine"	"LVK-M-0127"	"Indrek Ranniku"	"01.09.2016"	"Jarno Laur"	"linnavalitsus, 01.09.2016. a istungi protokoll nr 67"	"Arengu- ja planeerimiskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF5120B69FDED01DFC22580210035F182?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4C7310FE4B5FA16DC2257FE3002F7859?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G86B799EF347EC78FC22580290035B242?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G269085593163EB88C22580300019BA4C?OpenDocument"	"2"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Perearsti toetus"	"LVK-M-0125"	"Anneli Apuhtin"	"01.09.2016"	"Artjom Suvorov"	"linnavalitsus, 01.09.2016 istungi protokoll nr 67"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3AF7953AB58B2DE4C2258009002ADDB4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6005AB577F4EEBAFC2258028003D3D9D?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDA3408814D17AA18C22580300019B24B?OpenDocument"	"3"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Noorte projektlaagri pidamise loa lahendamise kord"	"LVK-M-0123"	"Anneli Apuhtin"	"16.08.2016"	"Tiia Teppan"	"linnavalitsus, 09.08.2016 istungi protokoll nr  62"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDE13BDA92DC4D448C225800300219AB8?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5E6B0C3A0C66C120C22580270040A0B6?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G28EC35F80F5C9174C22580300019A01B?OpenDocument"	"4"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Targa linna korterelamu rekonstrueerimise toetus"	"LVK-M-0126"	"Anneli Apuhtin"	"01.09.2016"	"Jaan Õunapuu"	"linnavalitsus, 01.09.2016 istungi protokoll nr 67"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9351264752B0958CC225801900395A4A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G86B799EF347EC78FC22580290035B242?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G1654B2C00F30D3E4C2257FE3001FB7AF?OpenDocument"	"5"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Spordi valdkonna toetused"	"LVK-M-0120"	"Anneli Apuhtin"	"10.06.2016"	"Tiia Teppan"	"linnavalitsus, 10.06.2016 istungi protokoll nr 49"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA14C65B9002F5F05C2257FB800387BEC?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GCF8DAE607AA30B28C2257FCE003B54C6?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6C02C65DBC4E7E23C2257FD90026C49F?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6145DD21822BFFB5C2257FE3001FA234?OpenDocument"	"6"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Täiskasvanute Gümnaasiumi põhimäärus"	"LVK-M-0118"	"Kairit Peekman"	"07.06.2016"	"Tiia Teppan"	"linnavalitsus, 07.06.2016 istungi protokoll nr 48"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFA2C5DDA0A9FF430C2257FBD003A692F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G267ED82418119991C2257FD3003EAA52?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD2AC9C3CAC185806C2257FE3001F99CC?OpenDocument"	"7"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Herbert Masingu Kooli põhimäärus"	"LVK-M-0119"	"Kairit Peekman"	"10.06.2016"	"Tiia Teppan"	"linnavalitsus, 10.06.2016 istungi protokoll nr 49"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB25C965B37F6B68AC2257FBE0048A564?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G267ED82418119991C2257FD3003EAA52?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF636104200BB60B5C2257FE3001F910B?OpenDocument"	"8"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna koolieelsete munitsipaallasteasutuste rahastamisel vanemate poolt kaetava osa määra kehtestamine"	"LVK-M-0121"	"Kairit Peekman"	"10.06.2016"	"Tiia Teppan"	"linnavalitsus, 10.06.2016 istungi protokoll nr 49"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9C1C5537040F54FFC2257FAB00309D8B?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G267ED82418119991C2257FD3003EAA52?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBF6852D5B263F2DAC2257FD5002FDF34?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC2D1758162AF4AAC2257FD500322EA0?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6C02C65DBC4E7E23C2257FD90026C49F?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G99AB71CEA719D30AC2257FE3001F87A9?OpenDocument"	"9"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Eraüldhariduskooli toetus"	"LVK-M-0122"	"Kairit Peekman"	"12.06.2016"	"Tiia Teppan"	"linnavalitsus, 10.06.2016 istungi protokoll nr  49"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G79BB2F25E3047D50C2257FC30027962C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G267ED82418119991C2257FD3003EAA52?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC2D1758162AF4AAC2257FD500322EA0?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6C02C65DBC4E7E23C2257FD90026C49F?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G89E39764914D8FDAC2257FE3001F7F52?OpenDocument"	"10"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 26. juuni 2014. a määruse nr 27 ""Koolitoetus"" muutmine"	"LVK-M-0116"	"Kairit Peekman"	"24.05.2016"	"Tiia Teppan"	"linnavalitsus, 24.05.2016 istungi protokoll nr  42"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G92DC11299D446DEAC2257FB4005B4017?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G29CDF0A6692A7DE7C2257FC500392B9E?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G33F16FC647396C74C2257FC7002B2C3F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G473E50A35D254391C2257FD2002DC973?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G267ED82418119991C2257FD3003EAA52?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBF6852D5B263F2DAC2257FD5002FDF34?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC2D1758162AF4AAC2257FD500322EA0?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDD6D82D18F77328AC2257FCE001F8466?OpenDocument"	"11"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 20. märtsi 2015. a määruse nr 61 ""Avaliku koha määramine, kus alkoholi tarbimine on lubatud"" muutmine"	"LVK-M-0117"	"Helle Uusorg"	"24.05.2016"	"Urmas Klaas"	"linnavalitsus, 24.05.2016 istungi protokoll nr  42"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G12D16D5E44B38FAFC2257FB4006AFA42?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC423F1DF565D9843C2257FC6002390D6?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2D5CAE4AB3AC551C2257FB2001EC5EC?OpenDocument"	"12"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna 2016. aasta I lisaeelarve"	"LVK-M-0114"	"Tiina Ligi"	"29.03.2016"	""	"linnavalitsus, 29.03.2016 istungi protokoll nr  22"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G61915E6F94CEAA80C2257F78002F96AF?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G08F7683D346F5019C2257F8D00407BE9?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFEDFF2605E9815D6C2257F8C003A8628?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6B9546D99E66672DC2257F8C003B7B1A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G62354B1621D2DA03C2257F8C003AEB23?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC7A8B66A3C47F8CC2257F8C003C0B2F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF653B85D778B0009C2257F8E003D9C62?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G77D9BF75236747C3C2257F8F00375541?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G82A868A25DD79C93C2257FAB00236C7B?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GCCFA601FED61813CC2257F96001C1146?OpenDocument"	"13"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Kinnisasja sundvõõrandamise seaduses sätestatud ülesannete delegeerimine"	"LVK-M-0115"	"Hille Teetsov"	"31.03.2016"	"Jarno Laur"	"linnavalitsus, 31.03.2016 istungi protokoll nr  23"	"Linnavarakomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G449CA41060EFC0BDC2257F86004DDE4B?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEC7A8B66A3C47F8CC2257F8C003C0B2F?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G44852ACAABB94612C2257F96001BB1AC?OpenDocument"	"14"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Kaasava eelarve osa suurus ja kaasava eelarve objekti maksumuse ülemmäär"	"LVK-M-0112"	"Anneli Apuhtin"	"14.03.2016"	""	"linnavalitsus, 08.03.2016 istungi protokoll nr  18"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF40D292F6EC2A3FDC2257F6B002A3F2B?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G77D9BF75236747C3C2257F8F00375541?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G50968C3434A7DFF6C2257F96001BA82F?OpenDocument"	"15"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 11. aprilli 2013. a määruse nr 91 ""Korteriühistule rattaparkla ja jäätmemaja ehitamise või süvakogumismahuti paigaldamise toetuse andmise kord"" muutmine"	"LVK-M-0113"	"Juhan Voolaid"	"22.03.2016"	"Valvo Semilarski"	"linnavalitsus, 22.03.2016 istungi protokoll nr  21"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G296989F78C5ADC38C2257F78003343F4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6B9546D99E66672DC2257F8C003B7B1A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB6AD00D4F215D67FC2257F7A002349B2?OpenDocument"	"16"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Eluruumi alaliste kulude piirmäärade kehtestamine toimetulekutoetuse määramisel"	"LVK-M-0111"	"Marika Paris"	"03.03.2016"	"Artjom Suvorov"	"linnavalitsus, 01.03.2016 istungi protokoll nr  17"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4F82DC6E768BCDB3C2257F5A002C17B7?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFC175E705118F390C2257F72002D96A1?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA7173A40B5EA1C1EC2257F7700340054?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G35CF135E48C17A43C2257F7A00234211?OpenDocument"	"17"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu määruste muutmine seoses uue sotsiaalhoolekande seaduse jõustumisega"	"LVK-M-0110"	"Berit Neumann"	"03.03.2016"	"Artjom Suvorov"	"linnavalitsus, 01.03.2016 istungi protokoll nr  17"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF7CC9A5CB3EDBB94C2257F3900494C9C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFC175E705118F390C2257F72002D96A1?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G66CC417987EE6C1DC2257F5E0024AA00?OpenDocument"	"18"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 16. märtsi 2006. a määruse nr 17 ""Tarbijakaitsealastele projektidele toetuste andmise kord"" muutmine"	"LVK-M-0108"	"Helle Uusorg"	"01.02.2016"	""	"linnavalitsus, 01.02.20016 istungi protokoll nr 8"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G894D9B6D43DE79F1C2257F410045B27B?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G12FEF98C1D6CDF13C2257F57002F5265?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB1823BE7409CB62BC2257F5E0024988E?OpenDocument"	"19"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tarbijakaitseseaduses sätestatud ülesannete delegeerimine"	"LVK-M-0109"	"Helle Uusorg"	"01.02.2016"	""	"linnavalitsus, 01.02.2016 istungi protokoll nr 8"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9A09961664082108C2257F410050430C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G12FEF98C1D6CDF13C2257F57002F5265?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBDF85FDD69A35742C2257F5E00248B6E?OpenDocument"	"20"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 19. detsembri 2013. a määruse nr 4 ""Tartu linna munitsipaalpõhikooli ja -gümnaasiumi vastuvõtu tingimused ja kord"" muutmine"	"LVK-M-0107"	"Kairit Peekman"	"26.01.2016"	"Tiia Teppan"	"linnavalitsus, 26.01.2016 istungi protokoll nr 7"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3D25EB52DFAB21F9C2257F3F00261FED?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G75BB4DA7FAD68D60C2257F54002D7E2C?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC31A2A8979BC181EC2257F420023A7E3?OpenDocument"	"21"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna andmekogude asutamise ja andmekogude põhimääruste kinnitamise volituse andmine"	"LVK-M-0105"	"Jüri Mölder"	"07.01.2016"	"Jüri Mölder"	"linnavalitsus, 07.01.2016 istungi protokoll nr 2"	"Eestseisus"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB4D1F9A97FAD6183C2257F31006014C2?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F1F002239C9?OpenDocument"	"22"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna 2016. aasta eelarve"	"LVK-M-0101"	"Külli Lust"	"17.11.2015"	"Kajar Lember"	"linnavalitsus, 17.11.2015 istungi protokoll nr  81"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC003943D5?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F07004693EA?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFF004FA33D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC00403ACD?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F09002CB499?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0900314920?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFF004FC067?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFF004F8CDC?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F180035298B?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F1F00222C2E?OpenDocument"	"23"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 2. juuni 2011. a määruse nr 36 „Parkimistasu"" muutmine"	"LVK-M-0103"	"Helle Uusorg"	"03.12.2015"	"Jüri Mölder"	"linnavalitsus, 03.12.2015 istungi protokoll nr 86"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F0E004FD74A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F10003BECAF?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F180035298B?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFD5B35B4B3493290C2257F1C003564FE?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3006CA174165FE5BC2257F1E00294592?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F1F00221BA1?OpenDocument"	"24"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna transpordi arengukava 2012–2020 uue redaktsiooni kinnitamine"	"LVK-M-0102"	"Kadi Metsma"	"01.12.2015"	"Valvo Semilarski"	"linnavalitsus, 1.12.2015 istungi protokoll nr  85"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F070041685E?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F10003BA17E?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F10003BECAF?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F11002204EF?OpenDocument"	"25"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu määruste muutmine seoses sotsiaal- ja tervishoiuosakonna moodustamisega"	"LVK-M-0100"	"Berit Neumann"	"17.11.2015"	"Artjom Suvorov"	"linnavalitsus, 17.11.2015 istungi protokoll nr  81"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002FBA82?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4455429C6A947503C2257F07002936FB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F09002CB499?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F110021C498?OpenDocument"	"26"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 30. juuni 2011. a määruse nr 38 ""Kultuuriühingutele, noorte huvitegevuse ühingutele ja noorteühingutele toetuse andmise kord"" muutmine"	"LVK-M-0099"	"Anneli Apuhtin"	"10.11.2015"	"Tiia Teppan"	"linnavalitsus, 10.11.2015 istungi protokoll nr  77"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF20042FB9C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257F07004693EA?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFF004F8CDC?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020E44C?OpenDocument"	"27"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Sotsiaaltransporditeenuse osutamise kord"	"LVK-M-0098"	"Berit Neumann"	"28.10.2015"	"Artjom Suvorov"	"linnavalitsus, 27.10.2015 istungi protokoll nr  72"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDF004753C4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF4002DF177?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9AA2B3FD9BF28849C2257EF80027C3D6?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020DB8A?OpenDocument"	"28"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Maamaksumäära kehtestamine 2016. aastaks"	"LVK-M-0097"	"Riho Sulp"	"28.10.2015"	"Jarno Laur"	"linnavalitsus, 27.10.2015 istungi protokoll nr  72"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC004FDACE?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument']"
