"Url_suurEelnou"	"Url_istungiProtokoll"	"Id_custom"	"Tyyp_custom"	"Istungi_pidaja"	"Istungi_kp"	"Protokolli_nr"	"Toimumise_koht"	"Istungi_kellaaeg"	"Istungit_juhatas"	"Protokollija"	"Istungist_votsid_osa"	"Puudusid"	"Kutsutud"	"Kylalised"	"Seisund"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C485F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBA5BF44918722061C2257ECF002C85F6?OpenDocument"	"29"	"Istungi protokoll"	"Tartu Linnavalitsus"	"29.09.2015"	"64"	"Raekoda, istungite ruum"	"08:30 - 10:30"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	"abilinnapea Kajar Lember"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, arhitektuuri ja ehituse osakonna juhataja Tõnis Arjus, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, linnakunstnik Tiit Kaunissaare, Tartu Seikluspark OÜ tegevjuht Ragnar Kekkonen, SA Teaduskeskus AHHAA juhatuse liige Pilvi Kolk, OÜ Ühinenud Unistused juhatuse liige Tarmo Ladva, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, ettevõtluse osakonna juhataja asetäitja Ene Palu, Tiigi Seltsimaja projektijuht Aile Parmsoo, linnamajanduse osakonna juhataja asetäitja Andres Pool, linnavolikogu esimees Vladimir Šokman, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C485F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7FE0BBBCEBBE6422C2257EDD00262D33?OpenDocument"	"29"	"Istungi protokoll"	"Tartu Linnavalitsus"	"13.10.2015"	"68"	"Raekoda, istungite ruum"	"08:30 - 09:15"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski ja Artjom Suvorov ning linnasekretär Jüri Mölder"	"abilinnapea Tiia Teppan"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, meediaspetsialist Helle Tolmoff, dokumendiregistri järelevalve peaspetsialist Aune Visnapuu ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E70001CC80D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9A6FDBD9A7B23F00C2257E66002E2467?OpenDocument"	"42"	"Istungi protokoll"	"Tartu Linnavalitsus"	"16.06.2015"	"44"	"Raekoda, istungite ruum"	"08:30 - 09:30"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning õigiusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"linnasekretär Jüri Mölder"	"arhitektuuri ja ehituse osakonna juhataja Tõnis Arjus, sisekontrolliteenistuse juhataja Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, linnaplaneerimise ja maakorralduse osakonna juhataja asetäitja Mati Raamat, asjaajamisteenistuse juhataja Reet Saks, Tartu Hansapäevade projektijuht Jaanus Tepomees, meediaspetsialist Helle Tolmoff"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E70001CABA9?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBCD7C0A3734F3679C2257E6C0036DE68?OpenDocument"	"43"	"Istungi protokoll"	"Tartu Linnavalitsus"	"22.06.2015"	"45"	"Raekoda, istungite ruum"	"10:00 - 11:10"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja asetäitja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, Tiigi Seltsimaja projektijuht Aile Parmsoo, haridusosakonna juhataja Riho Raave, asjaajamisteenistuse juhataja Reet Saks, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, linnavolikogu esimees Vladimir Šokman, meediaspetsialist Helle Tolmoff"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E70001CA350?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBCD7C0A3734F3679C2257E6C0036DE68?OpenDocument"	"44"	"Istungi protokoll"	"Tartu Linnavalitsus"	"22.06.2015"	"45"	"Raekoda, istungite ruum"	"10:00 - 11:10"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja asetäitja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, Tiigi Seltsimaja projektijuht Aile Parmsoo, haridusosakonna juhataja Riho Raave, asjaajamisteenistuse juhataja Reet Saks, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, linnavolikogu esimees Vladimir Šokman, meediaspetsialist Helle Tolmoff"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E4D001E0C45?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA748AC6F2313CCA4C2257E4A00281362?OpenDocument"	"52"	"Istungi protokoll"	"Tartu Linnavalitsus"	"19.05.2015"	"36"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Valvo Semilarski"	"Sandra Õnne"	"abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski (linnapea ülesannetes), Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder (ei osalenud päevakorrapunkti nr 11 arutamisel)"	"linnapea Urmas Klaas"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, arhitektuuri ja ehituse osakonna juhataja Tõnis Arjus, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, SA Tartu Keskkonnahariduse Keskus juhataja Janika Ruusmaa, linnavolikogu esimees Vladimir Šokman, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E4D001D75F7?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA748AC6F2313CCA4C2257E4A00281362?OpenDocument"	"55"	"Istungi protokoll"	"Tartu Linnavalitsus"	"19.05.2015"	"36"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Valvo Semilarski"	"Sandra Õnne"	"abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski (linnapea ülesannetes), Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder (ei osalenud päevakorrapunkti nr 11 arutamisel)"	"linnapea Urmas Klaas"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, arhitektuuri ja ehituse osakonna juhataja Tõnis Arjus, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, SA Tartu Keskkonnahariduse Keskus juhataja Janika Ruusmaa, linnavolikogu esimees Vladimir Šokman, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E4D001D2979?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3DBB81EDE43B340CC2257E3E002ECA5B?OpenDocument"	"56"	"Istungi protokoll"	"Tartu Linnavalitsus"	"07.05.2015"	"34"	"Raekoda, istungite ruum"	"10:00 - 11:00"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Kajar Lember, Valvo Semilarski ja Tiia Teppan ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"abilinnapead Jarno Laur ja Artjom Suvorov ning linnasekretär Jüri Mölder"	"sisekontrolliteenistuse juhataja - linna sisekontrolör Raivo Bachmann, rahandusosakonna juhataja Külli Lust ja linnavolikogu esimees Vladimir Šokman"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001FD062?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAB60EE46E39C136BC2257E270029C2B9?OpenDocument"	"58"	"Istungi protokoll"	"Tartu Linnavalitsus"	"14.04.2015"	"29"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, AS Tartu Veevärk juhataja Toomas Kapp, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, SA Tartu Sport juhatuse liige Eve Lill, teabeteenistuse juhataja Lilian Lukka, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, SA Tartu Perekodu Käopesa juhataja Sirli Peterson, haridusosakonna juhataja Riho Raave, linnavarade osakonna juhataja asetäitja Mait Raig, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001FC31E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAB60EE46E39C136BC2257E270029C2B9?OpenDocument"	"59"	"Istungi protokoll"	"Tartu Linnavalitsus"	"14.04.2015"	"29"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, AS Tartu Veevärk juhataja Toomas Kapp, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, SA Tartu Sport juhatuse liige Eve Lill, teabeteenistuse juhataja Lilian Lukka, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, SA Tartu Perekodu Käopesa juhataja Sirli Peterson, haridusosakonna juhataja Riho Raave, linnavarade osakonna juhataja asetäitja Mait Raig, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023C72C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC9E371B0CE7C7E16C2257E0B002FF091?OpenDocument"	"62"	"Istungi protokoll"	"Tartu Linnavalitsus"	"17.03.2015"	"20"	"Raekoda, istungite ruum"	"08:30 - 10:40"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski (osales elektrooniliselt) ja Vladimir Šokman ning linnasekretär Jüri Mölder"	"abilinnapead Kajar Lember ja Tiia Teppan"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, arhitektuuri ja ehituse osakonna juhataja – linnaarhitekt Tõnis Arjus, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, linnavolikogu esimees Aadu Must, haridusosakonna juhataja Riho Raave, üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF20021A9B5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GBC974903DF1CD27FC2257DEF002EE27E?OpenDocument"	"67"	"Istungi protokoll"	"Tartu Linnavalitsus"	"17.02.2015"	"12"	"Raekoda, linnapea kabinet"	"08:30 - 09:35"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, arhitektuuri ja ehituse osakonna juhataja – linnaarhitekt Tõnis Arjus, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, üldplaneeringu- ja arenguteenistuse linnaarengu spetsialist Karin Kangur, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja asetäitja Tiina Ligi, kultuuriosakonna juhataja asetäitja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, inseneriteenistuse spetsialist Triinu Tarkus, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DB30023F9A4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G01648DB07AC93219C2257DA9006E2F40?OpenDocument"	"72"	"Istungi protokoll"	"Tartu Linnavalitsus"	"09.12.2014"	"71"	"Raekoda, linnapea kabinet"	"15:00 - 15:30"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur (osales elektrooniliselt), Kajar Lember, Valvo Semilarski (osales elektrooniliselt), Vladimir Šokman, Tiia Teppan (osales elektrooniliselt) ja linnasekretär Jüri Mölder"	""	"rahandusosakonna juhataja Külli Lust"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D74001DD730?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD06F865C0FE70B42C2257D65003FDAB9?OpenDocument"	"76"	"Istungi protokoll"	"Tartu Linnavalitsus"	"02.10.2014"	"54"	"Elektrooniline istung"	"14:00"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Vladimir Šokman, Tiia Teppan ja linnasekretär Jüri Mölder"	"abilinnapea Valvo Semilarski"	""	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D74001DD730?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4CA67DC5AD776FC9C2257D6A00267893?OpenDocument"	"76"	"Istungi protokoll"	"Tartu Linnavalitsus"	"07.10.2014"	"55"	"Raekoda, istungite ruum"	"08:30 - 09:40"	"Jarno Laur"	"Sandra Õnne"	"abilinnapead Jarno Laur (linnapea ülesannetes), Kajar Lember, Vladimir Šokman (osales elektrooniliselt) ja Tiia Teppan (taandas ennast päevakorrapunkti nr 10 arutamisest) ning linnasekretär Jüri Mölder"	"linnapea Urmas Klaas ja abilinnapea Valvo Semilarski"	"arhitektuuri ja ehituse osakonna juhataja asetäitja Andres Aint, kultuuriteenistuse juhataja Külli Aleksanderson, õigusteenistuse juhataja Anneli Apuhtin, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, rahandusosakonna juhataja Külli Lust, ehitusteenistuse juhataja Priit Metsjärv, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, meediaspetsialist Helle Tolmoff, linnaplaneerimise ja maakorralduse osakonna juhataja asetäitja Liisa Unt ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D74001DD730?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3E187A804271D919C2257D710023B8C6?OpenDocument"	"76"	"Istungi protokoll"	"Tartu Linnavalitsus"	"14.10.2014"	"56"	"Raekoda, istungite ruum"	"08:30 - 09:25"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapea Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CA0F2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2310CAF0C8B05E29C2257CFA003CBDA6?OpenDocument"	"80"	"Istungi protokoll"	"Tartu Linnavalitsus"	"17.06.2014"	"34"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Kajar Lember, Jarno Laur ja Tiia Teppan ning õigusteenistuse vanemjurist Helle Uusorg linnasekretäri ülesannetes"	"abilinnapead Valvo Semilarski ja Vladimir Šokman ning linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabiosakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, Tiigi Seltsimaja projektijuht Aile Parmsoo, haridusosakonna juhataja Riho Raave, asjaajamisteenistuse juhataja Reet Saks, meediaspetsialist Raul Veede"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CA0F2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G30BAD57E24CC12BBC2257D4E002632DE?OpenDocument"	"80"	"Istungi protokoll"	"Tartu Linnavalitsus"	"09.09.2014"	"49"	"Raekoda, istungite ruum"	"08:30 - 09:15"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, haridusosakonna juhataja asetäitja Toomas Liivamägi, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, linnamajanduse osakonna juhataja asetäitja Andres Pool, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AC80E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2310CAF0C8B05E29C2257CFA003CBDA6?OpenDocument"	"95"	"Istungi protokoll"	"Tartu Linnavalitsus"	"17.06.2014"	"34"	"Raekoda, istungite ruum"	"08:30 - 10:00"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Kajar Lember, Jarno Laur ja Tiia Teppan ning õigusteenistuse vanemjurist Helle Uusorg linnasekretäri ülesannetes"	"abilinnapead Valvo Semilarski ja Vladimir Šokman ning linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabiosakonna juhataja asetäitja Tiina Kruuse, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, Tiigi Seltsimaja projektijuht Aile Parmsoo, haridusosakonna juhataja Riho Raave, asjaajamisteenistuse juhataja Reet Saks, meediaspetsialist Raul Veede"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AC80E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument"	"95"	"Istungi protokoll"	"Tartu Linnavalitsus"	"20.06.2014"	"36"	"Raekoda, linnapea kabinet"	"13:00 - 15:30"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Tiia Teppan ja linnasekretär Jüri Mölder"	"abilinnapea Vladimir Šokman"	"linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, linnakantselei sisekontrolliteenistuse juhataja Raivo Bachmann, avalike suhete osakonna meediaspetsialist Raul Veede"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AB6C2?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument"	"97"	"Istungi protokoll"	"Tartu Linnavalitsus"	"20.06.2014"	"36"	"Raekoda, linnapea kabinet"	"13:00 - 15:30"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Tiia Teppan ja linnasekretär Jüri Mölder"	"abilinnapea Vladimir Šokman"	"linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, linnakantselei sisekontrolliteenistuse juhataja Raivo Bachmann, avalike suhete osakonna meediaspetsialist Raul Veede"	""	"Allkirjastatud"
